cod_municipio,nombre_municipio,nombre_departamento,cluster,cluster_nombre,total_atenciones,n_registros,pct_no_def,log_total_atenciones,ratio_consultas_proced,pct_CONSULTAS,pct_HOSPITALIZACIONES,pct_PROCEDIMIENTOS DE SALUD,pct_URGENCIAS
13300,HATILLO DE LOBA,Bolívar,4,Perfil quirúrgico con buen registro,252855.0,8019.0,8.49,5.402871545870243,0.4136878814298168,28.47,0.38,68.81,2.34
13650,SAN FERNANDO,Bolívar,4,Perfil quirúrgico con buen registro,347666.0,9944.0,14.89,5.541162220926623,0.3877836929111795,27.68,0.33,71.37,0.61
13430,MAGANGUE,Bolívar,3,Grandes centros urbanos,4421058.0,44006.0,15.39,6.645526212466318,0.7313432835820896,41.65,0.41,56.94,0.99
25307,GIRARDOT,Cundinamarca,3,Grandes centros urbanos,8332120.0,93044.0,17.69,6.9207555160719805,0.7406402604449268,40.95,0.88,55.28,2.9
25754,SOACHA,Cundinamarca,3,Grandes centros urbanos,19327980.0,111304.0,19.01,7.286186467546681,0.6357538151936944,37.91,0.7,59.62,1.77
25175,CHIA,Cundinamarca,3,Grandes centros urbanos,7502703.0,88395.0,22.11,6.875217754924897,0.7156189469977109,40.64,0.67,56.78,1.91
25260,EL ROSAL,Cundinamarca,3,Grandes centros urbanos,812616.0,28128.0,7.8,5.909885369114318,0.7836172526277637,43.24,0.74,55.17,0.85
25473,MOSQUERA,Cundinamarca,3,Grandes centros urbanos,3958331.0,61036.0,13.32,6.597512107571998,0.7196704067321178,41.05,0.79,57.03,1.13
25740,SIBATE,Cundinamarca,2,Perfil quirúrgico medio,1143677.0,32223.0,28.98,6.058303387285248,0.7645191409897292,40.94,3.86,53.54,1.66
25290,FUSAGASUGA,Cundinamarca,3,Grandes centros urbanos,8340586.0,76323.0,24.6,6.921196564741559,0.6264443710795643,37.95,0.65,60.57,0.83
25662,SAN JUAN DE RIO SECO,Cundinamarca,5,Alta demanda de urgencias,219716.0,16234.0,28.96,5.341861683951449,0.5550481161311369,34.03,1.33,61.3,3.35
73349,HONDA,Tolima,5,Alta demanda de urgencias,1201312.0,37721.0,37.32,6.079655815297231,0.6864797728885734,38.69,0.93,56.35,4.03
5631,SABANETA,Antioquia,3,Grandes centros urbanos,2025702.0,40254.0,12.79,6.306575556880837,0.738379341050757,41.46,1.04,56.14,1.36
5380,LA ESTRELLA,Antioquia,3,Grandes centros urbanos,1809258.0,51720.0,7.58,6.257500501623184,1.079666809055959,50.55,0.9,46.81,1.74
