total_registros,total_atenciones,n_deptos,n_municipios,n_anios,n_tipos_atencion,n_diagnosticos,media_atenciones,mediana_atenciones,min_atenciones,max_atenciones
25000842,2529929185.0,26,1075,13,4,12642,101.19,3.0,1.0,18619652.0
